"variable","percent.contribution","permutation.importance","ImpRank","PercContRank","modnr"
"InTrough",2.1346,0,16,11,492
"glacierdist",1.1425,3.5847,10,12,492
"meanslope",0.8696,4.0968,8,13,492
"ADPEabund",0.5049,1.0242,12,14,492
"meanbathy",0.397,1.0242,13,15,492
"fastIceRatio",0.0886,0.1414,15,16,492
"PredictabilityDec5Years",0,0,17,17,492
"cont800dist",23.3538,23.0246,1,1,493
"cont300dist",23.1888,16.5429,3,2,493
"EMPEdist",12.0444,17.4688,2,3,493
"Persistence2Years",11.373,3.5794,10,4,493
"distToShore",9.0359,10.5241,4,5,493
"ADPEdist",4.3274,3.5794,9,6,493
"PredictabilityOct5Years",4.2586,3.6831,8,7,493
"distNearestIceEdge",4.0314,4.0424,7,8,493
"EMPEabund",3.4058,6.3573,5,9,493
"glacierdist",1.7548,4.5054,6,10,493
"ADPEabund",1.2007,1.3889,12,11,493
"fastIceRatio",1.1654,2.3149,11,12,493
"meanbathy",0.3401,0.8016,14,13,493
"PredictabilityDec5Years",0.2516,0.4595,15,14,493
"meanslope",0.1842,1.3889,13,15,493
"DecemberIcePresence",0.0842,0.3386,16,16,493
"InTrough",0,0,17,17,493
"cont300dist",24.7612,18.0233,3,1,494
"cont800dist",23.3758,19.7674,1,2,494
"EMPEdist",16.6731,18.0233,2,3,494
"distToShore",9.0995,11.0465,4,4,494
"EMPEabund",5.9497,5.2326,7,5,494
"ADPEdist",4.8721,4.6512,8,6,494
"Persistence2Years",4.4266,5.814,6,7,494
"distNearestIceEdge",3.6708,3.4884,9,8,494
"PredictabilityOct5Years",3.0451,6.3953,5,9,494
"glacierdist",1.1227,1.7442,12,10,494
"DecemberIcePresence",0.9072,1.7442,10,11,494
"InTrough",0.6558,0.5814,15,12,494
"fastIceRatio",0.6042,1.7442,11,13,494
"ADPEabund",0.5109,0.5814,14,14,494
"meanslope",0.3248,1.1628,13,15,494
"meanbathy",4e-04,0,17,16,494
"PredictabilityDec5Years",0,0,16,17,494
"cont300dist",23.0934,17.2249,2,1,495
"cont800dist",20.8105,19.6172,1,2,495
"distToShore",14.2755,8.6124,5,3,495
"EMPEabund",14.1495,6.6986,6,4,495
"EMPEdist",7.3513,13.3971,3,5,495
"distNearestIceEdge",6.3363,6.2201,7,6,495
"Persistence2Years",5.8438,9.5694,4,7,495
"PredictabilityOct5Years",2.215,4.3062,9,8,495
"meanslope",1.2998,6.2201,8,9,495
"meanbathy",1.2559,0.4785,14,10,495
"fastIceRatio",1.2082,0,17,11,495
"ADPEabund",1.0386,2.3923,11,12,495
"glacierdist",0.6396,1.4354,12,13,495
"ADPEdist",0.4824,2.8708,10,14,495
"PredictabilityDec5Years",0,0.9569,13,15,495
"DecemberIcePresence",0,0,15,16,495
"InTrough",0,0,16,17,495
"cont800dist",22.8943,17.8804,2,1,496
"cont300dist",21.0195,18.4222,1,2,496
"EMPEdist",15.9145,13.5458,3,3,496
"distToShore",9.7668,11.3784,4,4,496
"ADPEdist",5.5381,4.8765,8,5,496
"EMPEabund",5.4507,5.4183,7,6,496
"Persistence2Years",4.3967,6.502,5,7,496
"PredictabilityOct5Years",3.5756,3.7928,11,8,496
"distNearestIceEdge",3.2996,5.9601,6,9,496
"DecemberIcePresence",3.0072,0.5418,14,10,496
"InTrough",2.1346,0.5418,15,11,496
"glacierdist",1.1425,3.9465,10,12,496
"meanslope",0.8696,4.3346,9,13,496
"ADPEabund",0.5049,1.6255,12,14,496
"meanbathy",0.397,1.0837,13,15,496
"fastIceRatio",0.0886,0.1496,16,16,496
"PredictabilityDec5Years",0,0,17,17,496
"cont800dist",22.8943,21.5301,1,1,497
"cont300dist",21.0195,17.2257,2,2,497
"EMPEdist",15.9145,15.1377,3,3,497
"distToShore",9.7668,12.5278,4,4,497
"ADPEdist",5.5381,2.088,11,5,497
"EMPEabund",5.4507,5.2199,5,6,497
"Persistence2Years",4.3967,5.2199,6,7,497
"PredictabilityOct5Years",3.5756,3.6539,10,8,497
"distNearestIceEdge",3.2996,5.2199,7,9,497
"DecemberIcePresence",3.0072,0.522,14,10,497
"InTrough",2.1346,0.522,15,11,497
"glacierdist",1.1425,4.6979,8,12,497
"meanslope",0.8696,3.6812,9,13,497
"ADPEabund",0.5049,1.566,12,14,497
"meanbathy",0.397,1.044,13,15,497
"fastIceRatio",0.0886,0.1441,16,16,497
"PredictabilityDec5Years",0,0,17,17,497
"cont300dist",24.7612,15.4839,3,1,498
"cont800dist",23.3758,21.9355,1,2,498
"EMPEdist",16.6731,19.3548,2,3,498
"distToShore",9.0995,10.3226,4,4,498
"EMPEabund",5.9497,4.5161,6,5,498
"ADPEdist",4.8721,3.2258,8,6,498
"Persistence2Years",4.4266,7.7419,5,7,498
"distNearestIceEdge",3.6708,3.2258,9,8,498
"PredictabilityOct5Years",3.0451,4.5161,7,9,498
"glacierdist",1.1227,3.2258,10,10,498
"DecemberIcePresence",0.9072,1.2903,13,11,498
"InTrough",0.6558,0.6452,15,12,498
"fastIceRatio",0.6042,1.9355,11,13,498
"ADPEabund",0.5109,1.2903,12,14,498
"meanslope",0.3248,1.2903,14,15,498
"meanbathy",4e-04,0,17,16,498
"PredictabilityDec5Years",0,0,16,17,498
"cont300dist",24.7612,22.3529,1,1,499
"cont800dist",23.3758,18.8235,2,2,499
"EMPEdist",16.6731,15.2941,3,3,499
"distToShore",9.0995,10.5882,4,4,499
"EMPEabund",5.9497,7.0588,6,5,499
"ADPEdist",4.8721,4.7059,7,6,499
"Persistence2Years",4.4266,7.6471,5,7,499
"distNearestIceEdge",3.6708,2.9412,8,8,499
"PredictabilityOct5Years",3.0451,1.1765,14,9,499
"glacierdist",1.1227,2.3529,9,10,499
"DecemberIcePresence",0.9072,1.7647,10,11,499
"InTrough",0.6558,1.1765,13,12,499
"fastIceRatio",0.6042,1.7647,11,13,499
"ADPEabund",0.5109,0.5882,15,14,499
"meanslope",0.3248,1.7647,12,15,499
"meanbathy",4e-04,0,17,16,499
"PredictabilityDec5Years",0,0,16,17,499
"cont800dist",22.8943,15.3215,3,1,500
"cont300dist",21.0195,15.8499,2,2,500
"EMPEdist",15.9145,15.8499,1,3,500
"distToShore",9.7668,13.2082,4,4,500
"ADPEdist",5.5381,4.2266,8,5,500
"EMPEabund",5.4507,5.8116,7,6,500
"Persistence2Years",4.3967,6.3399,6,7,500
"PredictabilityOct5Years",3.5756,4.2266,9,8,500
"distNearestIceEdge",3.2996,6.8683,5,9,500
"DecemberIcePresence",3.0072,0,15,10,500
"InTrough",2.1346,0,16,11,500
"glacierdist",1.1425,4.2266,10,12,500
"meanslope",0.8696,4.2266,11,13,500
"ADPEabund",0.5049,2.6416,12,14,500
"meanbathy",0.397,1.0567,13,15,500
"fastIceRatio",0.0886,0.1459,14,16,500
"PredictabilityDec5Years",0,0,17,17,500
